Commune,Date de fin d'autorisation,Date début validité,Date fin validité,Exploitation en eau,Exploitée par,Identifiant,Latitude,Longitude,Nom,Numéro S3IC,Produits,Site en activité,Substances,Type,Volume total (kt),Volume total (m³)
ANDELOT-EN-MONTAGNE,2035,,,Oui,,133244,46.850605714597975,5.917015908017634,,0059.01611,Concassé de roche calcaire,Oui,Roche calcaire,,,
LA ROCHEPOT,2042,,,Oui,,133341,46.96825450528817,4.674003770559069,,0054.00253,Concassé de roche calcaire,Oui,Roche calcaire,,,
SCHAFFHOUSE-PRES-SELTZ,,,,Non,,73501,48.923533,8.095761,,0067.00163,Tuiles et briques,Oui,"Silt, limon",,,
WALLERS-EN-FAGNE,2041,,,Oui,,69132,50.055776,4.174845,,0070.00110,Concassé de roche calcaire,Oui,Roche calcaire,,,
ERBRAY,2015,,,Non,,72884,47.651593,-1.2944,,0063.00040,Agriculture,Oui,Roche calcaire,,,
REIMS-LA-BRULEE,2016,,,Oui,,135695,48.70959077817277,4.680443977927964,,0057.04755,Agriculture,Oui,"Sable, graviers",,,
SAINT-ANDRE,2013,,,Non,,88156,-20.928952,55.666437,,0071.00973,Granulat alluvionnaire,Oui,Alluvion,,,
LINGOLSHEIM,,,,Non,,64827,48.546448999999996,7.669286,,0067.00093,Granulat alluvionnaire,Oui,Alluvion,,,
MAS-SAINTES-PUELLES,2024,,,Non,,88700,43.32295,1.866666,,0066.03715,,Oui,"Sable, graviers",,,
LES BAUX-DE-PROVENCE,2034,,,Oui,,87660,43.748929,4.790164,,0064.01385,Calcaire (PO),Oui,Roche calcaire,,,
ANDELOT-EN-MONTAGNE,2035,,,Oui,,133244,46.850605714597975,5.917015908017634,,0059.01611,Concassé de roche calcaire,Oui,Roche calcaire,,,
LA ROCHEPOT,2042,,,Oui,,133341,46.96825450528817,4.674003770559069,,0054.00253,Concassé de roche calcaire,Oui,Roche calcaire,,,
SCHAFFHOUSE-PRES-SELTZ,,,,Non,,73501,48.923533,8.095761,,0067.00163,Tuiles et briques,Oui,"Silt, limon",,,
WALLERS-EN-FAGNE,2041,,,Oui,,69132,50.055776,4.174845,,0070.00110,Concassé de roche calcaire,Oui,Roche calcaire,,,
ERBRAY,2015,,,Non,,72884,47.651593,-1.2944,,0063.00040,Agriculture,Oui,Roche calcaire,,,
REIMS-LA-BRULEE,2016,,,Oui,,135695,48.70959077817277,4.680443977927964,,0057.04755,Agriculture,Oui,"Sable, graviers",,,
SAINT-ANDRE,2013,,,Non,,88156,-20.928952,55.666437,,0071.00973,Granulat alluvionnaire,Oui,Alluvion,,,
LINGOLSHEIM,,,,Non,,64827,48.546448999999996,7.669286,,0067.00093,Granulat alluvionnaire,Oui,Alluvion,,,
MAS-SAINTES-PUELLES,2024,,,Non,,88700,43.32295,1.866666,,0066.03715,,Oui,"Sable, graviers",,,
LES BAUX-DE-PROVENCE,2034,,,Oui,,87660,43.748929,4.790164,,0064.01385,Calcaire (PO),Oui,Roche calcaire,,,
LES PORTES DU COGLAIS,2050,,,Non,,71676,48.433231,-1.299724,,0055.02862,"Concassé de roche plutonique, Granit (PO)",Oui,"Granite, granodiorite, etc",,,
SASSENAGE,2027,,,Oui,,74330,45.230744,5.641949,,0061.01084,Chaux,Oui,Roche calcaire,,,
BREAL-SOUS-MONTFORT,2022,,,Non,,71574,48.051273,-1.913677,,0055.02717,Concassé de roche métamorphique,Oui,Schiste,,,
ECUELLES,2038,,,Oui,,65735,48.351085,2.832025,,0065.00936,Concassé de roche calcaire,Oui,Roche calcaire,,,
ETAIS-LA-SAUVIN,2026,2009-08-04T00:00:00,,Non,CALEXY,30557,47.519617,3.312137,La montagne aux alouettes,0005400787,Concassé de roche calcaire,Oui,Calcaire,AP de changement d'exploitant,,
NIEURLET,2030,2015-03-24T00:00:00,,Non,SOCIETE NOUVELLE WOESTELANDT,33141,50.788747,2.285314,Le Champ de Nieurlet,0007003375,Terre cuite,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
BLESSY,2039,2009-04-29T00:00:00,2039-04-29T00:00:00,Oui,SOCIETE ARTESIENNE DE TRAVAUX ET CARRIERES,33184,50.609209,2.322251,La Bergue,0007000148,"Granulat, concassé",Oui,Marne,AP de d'extension/renouvellement,,
ERBRAY,2049,2019-06-27T00:00:00,2049-06-27T00:00:00,Oui,MEAC,42735,47.649473,-1.292646,"Route de Saint-Julien, La Ferronnière",0006300040,"Agriculture, Chaux",Oui,Calcaire,AP de d'extension/renouvellement,,
LA HAIE-FOUASSIERE,2033,2009-08-31T00:00:00,2033-12-12T00:00:00,Oui,CHARIER TP,43492,47.15692384737021,-1.4310931542768937,La Faubretière et Les Rocherons,0006303999,Concassé de roche métamorphique,Oui,Gneiss,AP de d'extension/renouvellement,,
CAMPBON,2053,2023-11-22T00:00:00,2053-11-22T00:00:00,Oui,SOCIETE DES CARRIERE DE CAMPBON,43524,47.398751,-1.955123,Le Padé,0006300025,Concassé de roche métamorphique,Oui,Gneiss,AP de d'extension/renouvellement,,
HERBIGNAC,2040,2010-01-20T00:00:00,2040-01-20T00:00:00,Oui,CHARIER CARRIERES ET MATERIAUX,43858,47.50350378533981,-2.2873166064767747,La Clarté,0006300063,Concassé de roche métamorphique,Oui,Gneiss,AP de d'extension/renouvellement,,
SAINT-AUBIN-DES-CHATEAUX,2032,2012-03-06T00:00:00,,Oui,BORDIER-BRILLET,44136,47.714229630720354,-1.4936125830561346,Le Bois de la Roche,0006301635,Concassé de roche siliceuse,Oui,Grès ss,AP de changement d'exploitant,,
CASSON,2025,2019-05-13T00:00:00,,Oui,ORBELLO GRANULATS OUEST,44275,47.395733,-1.55916,La Recouvrance,0006301031,Concassé de roche métamorphique,Oui,Gneiss,AP de changement d'exploitant,,
BOUGUENAIS,2026,2014-08-16T00:00:00,,Oui,LAFARGE GRANULATS FRANCE,44300,47.162919,-1.621054,Les Maraîchères,0006300020,Concassé de roche métamorphique,Oui,Gneiss,AP de changement d'exploitant,,
MARTIGNE-FERCHAUD,2033,2003-09-03T00:00:00,2033-09-03T00:00:00,Oui,PIGEON CARRIERES,111204,47.841149518029304,-1.3009926518127537,Les Chevrolais,0005502830,,Oui,Grès ss,AP de renouvellement,,
MONTOISON,2037,2009-04-01T00:00:00,2037-04-01T00:00:00,Non,SABLIÈRES VIGNAL,111022,44.799252,4.913188,Les Gasquets et Mourier,0006109394,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP d'autorisation,,
UPIE,2038,2021-09-24T00:00:00,2038-11-14T00:00:00,Oui,CHEVAL GRANULATS,111025,44.808571,5.009124,Les Vignarets Est,0006108228,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de d'extension/renouvellement,2000,
AUDELANGE,2027,2007-02-07T00:00:00,2027-02-07T00:00:00,Oui,SET PERNOT,111043,47.141503,5.573157,le Creux de l'Abbayette,0005903227,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
CUTTOLI-CORTICCHIATO,2025,2018-11-29T00:00:00,2025-01-31T00:00:00,Non,SOCIETE DE GRANULATS ET BETONS CORSES (SGBC),111046,41.964686,8.825266,Aretu Piatanicci,0007300018,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de renouvellement,,
APPIETTO,2039,2009-03-09T00:00:00,2039-03-09T00:00:00,Non,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,111050,41.995903,8.74323,San Dioniso,0007300015,Concassé de roche plutonique,Oui,Granites et granitoides,AP de d'extension/renouvellement,8000,4000000
BASTELICACCIA,2027,2020-10-22T00:00:00,2027-03-16T00:00:00,Oui,SOCIETE D'EXPLOITATION DE CARRIERES ET AGREGATS,111065,41.95911,8.823316,"Caldaniccia, Mezzagliolo, Piatanicci",0007300013,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de renouvellement,,
PANCHERACCIA,2026,2023-07-28T00:00:00,2026-07-25T00:00:00,Oui,AGREGATS BETON CORSE,111066,42.190144,9.419568,"Diminulo, Cardiccia, Campo Pieroso, Campo Garoso",0007300218,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP de renouvellement,450,760000
LE THIEULIN,2047,2017-12-20T00:00:00,2047-12-20T00:00:00,Oui,SABLIERES DU THIEULIN,111102,48.385388460781094,1.1104179087426531,Les Sablons,0010007905,"Filtration, Abrasif, Industrie chimique",Oui,,AP de d'extension/renouvellement,,
FAVEROLLES,2038,2023-09-25T00:00:00,2038-09-25T00:00:00,Oui,ENTREPRISE SOUPIRON,111104,47.19412202333144,1.4201794941271355,La Cave Bodin,0010008141,"Concassé de roche calcaire, Calcaire (PO)",Oui,Craie,AP de renouvellement,30,15000
LUREUIL,2028,2008-07-24T00:00:00,2028-07-24T00:00:00,Non,IMERYS CERAMICS FRANCE,111105,46.765174,1.021969,Les Renardières,0010006994,Céramique,Oui,Kaolinite,AP d'autorisation,,
SAVIGNY-SUR-BRAYE,2044,2019-06-19T00:00:00,2044-06-19T00:00:00,Non,LAMBERT TTP,111107,47.890766,0.807024,La Lorrière,0010009103,Granulat meuble divers,Oui,Sable calcaire,AP de d'extension/renouvellement,,
BRACH,2024,2009-04-21T00:00:00,2024-04-21T00:00:00,Oui,L.N. MAURICE,111145,45.042447,-0.908647,Le Moulin,0005208206,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP d'autorisation,1200,
BOUZIC,,2014-12-29T00:00:00,,Oui,DOS SANTOS PEREIRA,111161,44.719859,1.197849,Les Gaffes Lages,0005207113,Calcaire (PO),Oui,Calcaire,AP de changement d'exploitant,,
AVENSAN,2043,2018-09-07T00:00:00,2043-09-07T00:00:00,Oui,CEMEX FRANCE,111165,45.01424,-0.722204,"Bois de Berron, Sedot, Berron",0005207291,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de d'extension/renouvellement,,
PAUSSAC-ET-SAINT-VIVIEN,2025,2024-01-04T00:00:00,2025-08-10T00:00:00,Non,CONSTANT ET FILS,111166,45.342436,0.558561,"Aux Carrières, Le Petit Leguillou",0005207526,Calcaire (PO),Oui,Calcaire,AP de renouvellement,,
LES BRULAIS,2039,2022-03-15T00:00:00,2039-01-21T00:00:00,Non,HOCHET,111169,47.898651,-2.087748,Les Grévelins,0005515976,,Oui,Schiste,AP de d'extension/renouvellement,,
TERRASSON-LAVILLEDIEU,2040,2011-11-14T00:00:00,,Oui,LHOIST FRANCE OUEST,111168,45.097933,1.322404,Les Justices,0005207696,"Concassé de roche calcaire, Chaux",Oui,Calcaire,AP de changement d'exploitant,,
VIEUX-VY-SUR-COUESNON,2044,2014-03-03T00:00:00,2044-03-03T00:00:00,Oui,CARRIERE DU GUE MORIN,111174,48.36239159753437,-1.4908413130682554,Gue Morin,0005503035,Concassé de roche métamorphique,Oui,Cornéenne,AP de d'extension/renouvellement,,
VIGNOC,2033,2003-03-21T00:00:00,2033-03-21T00:00:00,Oui,LES CARRIERES DE LA GARENNE,111176,48.270367330000646,-1.7508897523165916,La Garenne,0005503038,,Oui,Cornéenne,AP de d'extension/renouvellement,,
FREHEL,2024,2022-07-01T00:00:00,2024-07-01T00:00:00,Oui,CARRIERES DE FREHEL,111179,48.649156,-2.386116,Le Routin,0005500228,Concassé de roche siliceuse,Oui,Quartzite,AP de renouvellement,,
LOQUEFFRET,2032,2017-04-27T00:00:00,2032-04-27T00:00:00,Non,IMERYS CERAMICS FRANCE,111180,48.335746,-3.829416,Le Rest,0005502532,Porcelaine,Oui,Kaolinite,AP de d'extension/renouvellement,1200,
LOUVIGNE-DU-DESERT,2045,2015-03-02T00:00:00,2045-03-02T00:00:00,Oui,RAULT GRANIT,111207,48.501967151006426,-1.1389258190618217,La Morinais,0005502818,"Concassé de roche plutonique, Granit (PO)",Oui,Granites et granitoides,AP de d'extension/renouvellement,,
PERROS-GUIREC,2045,2015-06-01T00:00:00,2045-06-01T00:00:00,Non,BATIMENT ET GRANIT DE PLOUMANAC'H,111212,48.81371158679327,-3.481388645487185,La Clarté Ranguillegan - BGP,0005502264,"Concassé de roche plutonique, Granit (PO)",Oui,Granites et granitoides,AP de d'extension/renouvellement,,
PERROS-GUIREC,2025,2023-09-14T00:00:00,2025-05-28T00:00:00,Non,SOCIETE ARMORICAINE DE GRANITS,111214,48.809457,-3.479841,La Clarté Ranguillégan (REBILLION),0005502263,"Concassé de roche plutonique, Granit (PO)",Oui,Granites et granitoides,AP de renouvellement,,
PARIGNE-L'EVEQUE,2024,2009-07-29T00:00:00,2024-07-29T00:00:00,Oui,SOCIETE DES CARRIERES DU MANS,111217,47.926681,0.335328,L'Oisellière,0006305189,Granulat meuble divers,Oui,Sables et graviers alluvionnaires,AP d'autorisation,,
PLOUHA,2024,2004-07-20T00:00:00,2024-07-20T00:00:00,Non,ROGER TONNELLIER,111219,48.690902,-2.961804,Kérégasse,0005509271,Granulat meuble divers,Oui,Arènes granitiques,AP d'autorisation,,
QUESSOY,2049,2019-06-20T00:00:00,2049-06-20T00:00:00,Oui,SOCIETE KAOLINIERE ARMORICAINE,111223,48.423369,-2.634357,Meudon,0005502372,Papier,Oui,Kaolinite,AP de d'extension/renouvellement,9000,
SAINT-GOUENO,2024,2004-07-28T00:00:00,2024-07-28T00:00:00,Non,KAOLINS D'ARVOR,111225,48.261639,-2.526544,Kerrouët,0005502390,Tuiles et briques,Oui,Kaolinite,AP de renouvellement,,
SEVIGNAC,2024,2004-09-09T00:00:00,2024-09-09T00:00:00,Oui,CARRIERES DE GUITTERNEL,111226,48.321167,-2.349229,Guitternel,0005502400,Concassé de roche siliceuse,Oui,Grès ss,AP de d'extension/renouvellement,,
TREMARGAT,2034,2019-04-19T00:00:00,2034-04-19T00:00:00,Oui,GUEGAN TP,115602,48.323531,-3.277647,Lariot,0005502422,Granulat meuble divers,Oui,Arènes granitiques,AP de d'extension/renouvellement,125,
ROUMAZIERES-LOUBERT,2027,2016-08-26T00:00:00,2027-08-26T00:00:00,Non,TERREAL,120145,45.873902,0.565207,"Le Vignauds, Les Brandeaux",0007200133,"Terre cuite, Tuiles et briques",Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,1320,
VILLENEUVE-SUR-VERE,2040,2010-06-16T00:00:00,2040-06-16T00:00:00,Oui,SGM AGREGATS,121543,44.016876,2.027196,Taraval,0006807084,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
ENTRAMMES,2025,2024-02-08T00:00:00,2025-02-19T00:00:00,Oui,CHAFFENAY,119996,47.994916,-0.724556,Les Pommeraies,0006300457,Concassé de roche volcanique,Oui,Rhyolite,AP de renouvellement,,
TEILLE,2032,2007-09-07T00:00:00,2032-09-07T00:00:00,Oui,GSM,120002,47.48917891883471,-1.2888292357441133,La Guibourgère,0006304420,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP d'autorisation,,
SAFFRE,2042,2012-08-23T00:00:00,2042-08-23T00:00:00,Non,BOUYER LEROUX STRUCTURE,120003,47.49744,-1.620438,La Gagnerie du Fourneau,0006300109,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
CHATEAU-GARNIER,2034,2009-10-13T00:00:00,2034-10-13T00:00:00,Oui,CARRIERES IRIBARREN,120106,46.277971,0.458428,Barrelière,0007208042,Granulat meuble divers,Oui,Marne,AP d'autorisation,,
L'HOPITAL-DU-GROSBOIS,2025,2010-01-22T00:00:00,2025-01-22T00:00:00,Oui,HOLCIM GRANULATS,120107,47.183324,6.20981,"La Buchotte, Le Dos D'Ane",0012900073,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
LA TOURLANDRY,2031,2013-02-14T00:00:00,,Oui,CHARIER CARRIERES ET MATERIAUX,120104,47.155306,-0.677209,L'Angibourgère,0006303873,Concassé de roche plutonique,Oui,Diorite,AP de changement d'exploitant,,
SAINT-REMY-EN-MAUGES,2039,2018-03-27T00:00:00,,Non,BOUYER LEROUX,120142,47.243852,-1.099008,Leppo,0006304868,Terre cuite,Oui,Roches argileuses (argiles),AP de changement d'exploitant,,
ROUMAZIERES-LOUBERT,2033,2003-12-04T00:00:00,2033-12-04T00:00:00,Non,MONIER SAS,120161,45.889532,0.563947,"Les Grandes Terres, Grands Ajoncs",0007205069,Tuiles et briques,Oui,Roches argileuses (argiles),AP d'autorisation,,
PONS,2042,2012-08-06T00:00:00,2042-08-06T00:00:00,Oui,ROCAMAT,120187,45.56595,-0.540357,"Les Morineaux, Les Roches",0007201991,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
SAINT-SIMON-DE-BORDES,2035,2010-07-05T00:00:00,2035-07-05T00:00:00,Oui,CARRIERES AUDOIN ET FILS,120202,45.413997,-0.468217,Les Lenailles,0007208168,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
POURCIEUX,2021,2020-03-30T00:00:00,,Oui,CALCAIRES DU MONT AURELIEN (CMA),120341,43.478505,5.802401,Garragaï,0006405397,Granulat meuble divers,Oui,Calcaire,AP de changement d'exploitant,,
SAINT-AMAND-EN-PUISAYE,2039,2009-03-26T00:00:00,2039-03-26T00:00:00,Non,SARL POTERIE DES GUIMARDS,120426,47.520875954085994,3.056588079165984,Les Beaux Arts,0005400416,,Oui,Roches argileuses (argiles),AP d'autorisation,,
HOLTZHEIM,2023,2009-11-03T00:00:00,2023-12-24T00:00:00,Oui,HOLCIM GRANULATS FRANCE,120430,48.55277,7.663231,Die Mollerten,0006700074,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP de renouvellement,,
SAINTS-EN-PUISAYE,2040,2010-03-19T00:00:00,2040-03-19T00:00:00,Non,SAINTS EN PUISAYE,120432,47.62969630587764,3.2657696406848307,les vignes dorées,0005402513,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
SOUGY-SUR-LOIRE,2024,2009-08-05T00:00:00,2024-08-05T00:00:00,Non,SARL CHAMPVERT ATOMISATION,120433,46.872798,3.433745,Champ de Verger,0005400435,,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,22.5,
PRENOIS,2049,2019-07-16T00:00:00,2049-07-16T00:00:00,Non,SARL PENNEQUIN,120441,47.37650033874957,4.928489502825655,Le Bas des Tremblées,0005402463,Concassé de roche calcaire,Oui,Calcaire argileux,AP de renouvellement,7420,3092000
LANUEJOLS,2038,2008-12-12T00:00:00,2038-12-12T00:00:00,Oui,SARL RENÉ GERMAIN,120482,44.10675901735084,3.368903950785048,La Lavagne,0018100260,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,610,244000
VENCE,2039,2019-12-23T00:00:00,2039-12-23T00:00:00,Non,SOCIETE DES CARRIÈRES DE LA SINE CHIAPELLO,120486,43.712533,7.086629,La Plus Haute Sine - Parcelle G1112,0006407593,Calcaire (PO),Oui,Calcaire crayeux,AP de d'extension/renouvellement,54,27000
MONTREAL,2040,2010-12-06T00:00:00,,Oui,LES SABLIÈRES DE BRAM,120483,43.232377,2.132263,Le Pignier - Guilhermis,0006604215,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de changement d'exploitant,,
JAMETZ,2038,2008-05-06T00:00:00,2038-05-06T00:00:00,Oui,MONTI,120541,49.441286,5.38893,Boucquemont,0006200824,Concassé de roche calcaire,Oui,Calcaire,AP de d'extension/renouvellement,255.00,150000.00
LAURENS,2032,2017-12-20T00:00:00,2032-12-20T00:00:00,Non,ITALMARBRE-POCAI,120501,43.522352141609275,3.213897778667458,Le Bois de Fouisse,0006604303,,Oui,Marbres,AP de d'extension/renouvellement,,
SAINT-ANDRE-DE-SANGONIS,2025,2018-01-18T00:00:00,,Non,LANGUEDOC ROUSSILLON MATERIAUX,120502,43.623647,3.491805,Chemin Ferrat,0006604405,Granulat alluvionnaire,Oui,Roches alluvionnaires,AP de changement d'exploitant,,
BAINVILLE-SUR-MADON,2019,2004-12-08T00:00:00,2019-12-08T00:00:00,Oui,COGESUD (NEUVES-MAISONS),120562,48.598296,6.072738,"Bois Fossé, Terre Vaine",0006203428,Concassé de roche calcaire,Oui,Calcaire,AP de d'extension/renouvellement,,
BATHELEMONT,2031,2011-07-19T00:00:00,2031-07-19T00:00:00,Oui,LOUIS THIRIET ET CIE,120563,48.697112,6.54739,Bois de Forêt,0006207754,Concassé de roche calcaire,Oui,Calcaire,AP de d'extension/renouvellement,2271,1136000
REHAINVILLER,2024,2009-12-01T00:00:00,2024-12-01T00:00:00,Non,LOUIS THIRIET ET CIE,120567,48.55326735082727,6.47654275164091,Haut des Chaux,0006208402,Granulat alluvionnaire,Oui,Roches alluvionnaires,AP d'autorisation,292,146000
FRAIMBOIS,2024,2009-08-19T00:00:00,2024-08-19T00:00:00,Oui,FRAIMBOIS GRANULATS,120565,48.533983,6.566445,"Au gué du Bœuf, Le Grand Blanc, Aux Etangs, La Grand Hacho, La Morte au Pont",0006207866,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP d'autorisation,2175,1145000
DUGNY-SUR-MEUSE,2052,2022-05-19T00:00:00,2052-05-19T00:00:00,Oui,CARRIERES ET FOURS À CHAUX DE DUGNY,120581,49.090103,5.388023,Carrière de Dugny,0006205742,Chaux,Oui,Calcaire,AP de d'extension/renouvellement,,
SAULGE,2030,2011-02-01T00:00:00,2030-02-01T00:00:00,Oui,SABLIERES ET CARRIERES DU SUD VIENNE,120761,46.38927,0.895958,Le Champ des Aneries,0007207546,"Concassé de roche siliceuse, Agriculture",Oui,"Roches argileuses (argiles), Sable, graviers, galet",AP d'autorisation,,
MIGENNES,2033,2011-04-12T00:00:00,2033-04-12T00:00:00,Non,SABLIERES ET ENTREPRISE COLOMBET,120864,47.966307,3.54572,Les Traversines,0005402736,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP d'autorisation,,
SAINT-ADJUTORY,2028,1998-04-02T00:00:00,2028-04-02T00:00:00,Non,TUILERIE LAMBERT,120947,45.782292,0.476075,Les Délignaunes,0007202744,Tuiles et briques,Oui,Roches argileuses (argiles),AP de d'extension/renouvellement,,
VILHONNEUR,2027,1997-11-04T00:00:00,2027-11-04T00:00:00,Non,ROCAMAT,120952,45.683048,0.411988,"Le Raillat, Chez Capion",0007202739,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,450,
PRANZAC,2047,2017-03-28T00:00:00,2047-03-28T00:00:00,Non,Gauthier Charente SAS,120972,45.684668,0.376235,"Combe Brune, La Chaume de l'Oisillon, Le Clos du Puits",0007202734,"Concassé de roche calcaire, Calcaire (PO)",Oui,Calcaire,AP de d'extension/renouvellement,,
PARZAC,2027,1997-01-10T00:00:00,2027-01-10T00:00:00,Non,SOCIETE EXPLOITATION DES CARRIERE ET TRAVAUX PUBBLICS DE LA LOUBERIE,120983,45.923267,0.415624,Pièce au dessus de la Louberie,0007202731,Concassé de roche calcaire,Oui,Calcaire,AP de renouvellement,,
VOULGEZAC,2029,2011-03-11T00:00:00,2029-03-11T00:00:00,Oui,CALCAIRES ET DIORITES DU MOULIN DU ROC (CDMR),121122,45.523915,0.1295,Terres du Maine David,0007207932,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
MAINXE,2025,2010-08-04T00:00:00,2025-08-04T00:00:00,Non,CARRIERES AUDOIN ET FILS,121121,45.65313,-0.182878,La croix des sables,0007207943,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP d'autorisation,,
PRANZAC,2029,1999-03-22T00:00:00,2029-03-22T00:00:00,Oui,SOCIETE CARRIERS DE LUGET VILHONNEUR,121187,45.675624,0.383272,Les Chaumes de Ruat,0007201671,Calcaire (PO),Oui,Calcaire,AP de d'extension/renouvellement,,
VINNEUF,2022,2018-07-10T00:00:00,2022-03-08T00:00:00,Non,LAFARGE GRANULATS SEINE NORD,121215,48.336666,3.122363,Le Chatelot,0005402875,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de renouvellement,,
SAINT-SALVY-DE-LA-BALME,2035,2023-06-20T00:00:00,,Non,SARL GRANITARN CARRIERES,121548,43.615705,2.371359,Bois de l'Ebès,0006806965,"Granit-décoration, Granit-batiment",Oui,Granites et granitoides,AP de changement d'exploitant,,
PIERREFICHE,2041,2011-03-14T00:00:00,2041-03-14T00:00:00,Oui,CARRIERE DU BOIS DE GALINIERES,121522,44.420874,2.920809,Bois de Galinières,0006808133,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
COMPS-LA-GRAND-VILLE,2039,2009-07-15T00:00:00,2039-07-15T00:00:00,Oui,FABIE DANIEL,121551,44.20669,2.549969,La Barthe,0006806902,"Pierres ornementales, Granulat, concassé",Oui,"Schiste, Schiste ardoisier",AP d'autorisation,,
CASTELNAU-D'ARBIEU,2041,2011-05-16T00:00:00,2041-05-16T00:00:00,Oui,SARL ESBTP ROCA,121743,43.901315,0.678969,A Barthère,0006807595,Concassé de roche calcaire,Oui,Calcaire,AP d'autorisation,,
MIRAMONT-DE-COMMINGES,2029,2010-04-02T00:00:00,2029-04-02T00:00:00,Non,DRAGAGES GARONNAIS,121762,43.09500363334209,0.7746558977981314,"Suberlines, Penjogats",0006807938,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP d'autorisation,,
IGNEY,2026,2011-07-19T00:00:00,2026-07-19T00:00:00,Non,GSM (EST),121782,48.27442,6.407717,La Paume,0006208885,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP d'autorisation,250,
BEZANGE-LA-PETITE,2027,2017-03-09T00:00:00,2027-03-09T00:00:00,Oui,BARASSI,121801,48.73585,6.606831,La Croix Mangin,0006208532,"Concassé de roche siliceuse, Concassé de roche calcaire",Oui,"Grès ss, Dolomie et calcaires dolomitiques",AP de d'extension/renouvellement,696.32,348160
LAVERNOSE-LACASSE,2043,2018-04-18T00:00:00,2043-04-18T00:00:00,Non,CEMEX FRANCE,121861,43.374093214624295,1.2548302365950912,Rabé-Sautet,0006807732,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP de d'extension/renouvellement,,2578870
ESPIRA-DE-L'AGLY,2029,2014-10-07T00:00:00,,Oui,CARRIERES DE LA MADELEINE,121881,42.776992,2.810131,Les Mirandes Basses et Altes,0006601595,Granulat meuble divers,Oui,"Calcaire siliceux, Marne",AP de changement d'exploitant,,
AVRAINVILLE,2030,2020-10-27T00:00:00,2030-10-27T00:00:00,Oui,SRDE,121745,48.77223208192049,5.9510632707971185,Che Hasy,0006205860,Concassé de roche calcaire,Oui,Calcaire,AP de d'extension/renouvellement,,925000
LAMORVILLE,2023,2020-06-16T00:00:00,2023-06-03T00:00:00,Oui,SAINT MAURICE TP,121839,48.972261,5.582719,"Bois de Lamorville, Passage des bêtes",0006203717,Concassé de roche calcaire,Oui,Calcaire,AP de renouvellement,,
SOGNY-EN-L'ANGLE,2023,2019-09-13T00:00:00,2023-06-29T00:00:00,Oui,ETABLISSEMENTS BLANDIN,64623,48.807413999999994,4.8126739999999995,le Champ Palapoche,0005703513,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP de renouvellement,,
PARGNY-SUR-SAULX,2031,2001-02-06T00:00:00,2031-02-06T00:00:00,Non,IMERYS TC,64745,48.767305,4.86539,Nord du Bois du Roi,0005702409,Granulat alluvionnaire,Oui,Sables et graviers alluvionnaires,AP d'autorisation,1400,950000
VAL-DE-VESLE,2032,2014-07-22T00:00:00,2032-07-22T00:00:00,Oui,SOCIETE MORGAGNI - ZEIMETT,64670,49.19724920125601,4.262429929600282,les Travers,0005700874,Granulat alluvionnaire,Oui,Craie,AP de d'extension/renouvellement,948.36,592725
MATIGNICOURT-GONCOURT,2048,2018-04-26T00:00:00,2048-04-26T00:00:00,Non,La Marnaise,64678,48.669883999999996,4.694013999999999,"La Sente de Larzicourt, la Grande Mare Jandeure, La Mare Jandeure",0005703277,Granulat alluvionnaire,Oui,"Sable, graviers, galet",AP de d'extension/renouvellement,1578.98,877215
